Index,Country Code,Country or area,City Code,Urban Agglomeration,Note,Latitude,Longitude,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
416,156,China,23690,Panzhihua,38,26.58509,101.71276,162.96,167.019,171.185,175.443,179.813,184.292,188.889,193.587,198.409,203.351,208.424,213.608,218.929,224.382,229.979,235.699,241.57,247.587,253.763,260.075,266.553,273.193,280.007,286.972,294.12,301.446,308.965,316.65,324.538,332.622,340.918,349.398,358.101,367.021,376.176,385.533,395.136,404.978,415.08,425.405,436.001,446.861,458.007,469.4,481.092,493.075,505.374,517.945,530.846,544.069,557.64,566.598,573.194,579.867,586.626,593.446,600.354,607.343,614.423,621.565,628.801,636.121,643.536,651.017,658.596,666.262,674.029,681.864,689.802,698.149,707.134,716.878,727.372,738.495,750.036,761.755,773.386,784.69,795.475,805.627,815.064,823.758,831.702,838.931,845.456,851.308
417,156,China,20634,"Pingdingshan, Henan",39,33.74166,113.304003,5.132,5.824,6.611,7.502,8.513,9.662,10.967,12.443,14.122,16.026,18.191,20.641,23.425,26.584,30.175,34.239,38.857,44.097,50.054,56.795,64.455,73.148,83.028,94.21,106.916,121.336,137.725,156.274,177.351,201.271,228.456,259.224,294.186,308.556,323.649,339.436,356.016,373.406,391.671,410.776,430.841,447.646,465.131,483.248,502.097,521.681,542.058,563.172,585.138,607.961,631.708,652.868,672.965,693.681,715.065,737.046,759.734,783.121,807.262,832.077,857.691,884.093,911.347,939.361,968.278,998.084,1028.852,1060.478,1093.123,1126.438,1159.981,1193.224,1225.598,1256.581,1285.75,1312.854,1337.763,1360.485,1381.115,1399.837,1416.811,1432.203,1446.14,1458.759,1470.124,1480.306
418,156,China,23693,Pingdu,38,36.780791,119.959214,3.137,3.432,3.756,4.11,4.497,4.92,5.385,5.891,6.446,7.053,7.719,8.445,9.241,10.111,11.065,12.106,13.246,14.494,15.862,17.354,18.988,20.777,22.737,24.876,27.22,29.784,32.594,35.66,39.019,42.695,46.723,51.118,55.934,61.203,66.977,73.278,80.181,87.735,96.012,105.043,114.939,127.867,142.27,158.249,176.048,195.849,217.91,242.384,269.646,299.975,333.765,350.834,358.357,366.041,373.901,381.907,390.096,398.461,407.017,415.733,424.647,433.753,443.067,452.554,462.258,472.17,482.309,492.636,503.2,514.025,525.093,536.334,547.622,558.803,569.712,580.211,590.175,599.52,608.197,616.207,623.556,630.27,636.377,641.919,646.917,651.396
419,156,China,23694,Pinghu,38,30.703667,121.009699,3.927,4.238,4.574,4.936,5.327,5.748,6.204,6.694,7.224,7.796,8.414,9.079,9.798,10.574,11.412,12.314,13.289,14.341,15.478,16.701,18.023,19.45,20.992,22.651,24.444,26.379,28.47,30.721,33.153,35.777,38.613,41.666,44.964,48.523,52.37,56.51,60.983,65.81,71.027,76.642,82.709,89.256,96.332,103.947,112.175,121.055,130.652,140.98,152.14,164.183,177.199,187.327,195.998,205.07,214.575,224.494,234.885,245.757,257.149,269.035,281.488,294.517,308.169,322.414,337.337,352.952,369.312,386.383,404.268,422.603,440.963,458.895,475.962,491.814,506.222,519.104,530.49,540.503,549.311,557.104,564.043,570.259,575.848,580.888,585.42,589.476
420,156,China,20635,Pingliang,38,35.53917,106.68611,15.954,16.7,17.482,18.299,19.155,20.051,20.99,21.971,22.999,24.075,25.202,26.38,27.614,28.905,30.259,31.673,33.155,34.705,36.331,38.028,39.807,41.669,43.621,45.659,47.795,50.031,52.374,54.821,57.385,60.07,62.884,65.821,68.9,72.123,75.502,79.029,82.725,86.595,90.652,94.886,99.325,103.971,108.842,113.926,119.255,124.834,130.682,136.786,143.185,149.883,156.904,164.027,171.483,179.279,187.441,195.95,204.858,214.17,223.92,234.085,244.727,255.852,267.5,279.643,292.356,305.646,319.561,334.067,349.254,364.817,380.401,395.626,410.128,423.613,435.886,446.877,456.608,465.181,472.733,479.425,485.387,490.733,495.541,499.877,503.777,507.267
421,156,China,20636,"Pingxiang, Jiangxi",38,27.634816,113.847689,112.362,115.95,119.658,123.474,127.418,131.487,135.692,140.019,144.491,149.105,153.874,158.781,163.852,169.085,174.493,180.057,185.808,191.742,197.874,204.184,210.705,217.434,224.388,231.544,238.939,246.57,254.455,262.57,270.956,279.609,288.551,297.754,307.263,317.076,327.216,337.651,348.435,359.563,371.062,382.895,395.124,407.742,420.782,434.202,448.069,462.378,477.166,492.383,508.108,524.335,541.104,556.716,571.942,587.585,603.679,620.167,637.129,654.555,672.483,690.85,709.746,729.158,749.129,769.59,790.639,812.264,834.511,857.303,880.752,904.694,928.895,953.042,976.771,999.721,1021.575,1042.116,1061.201,1078.778,1094.864,1109.55,1122.923,1135.083,1146.111,1156.105,1165.11,1173.178
422,156,China,23695,Pizhou,38,34.31139,117.95028,3.12,3.377,3.656,3.956,4.282,4.635,5.017,5.429,5.876,6.36,6.885,7.451,8.065,8.729,9.449,10.226,11.068,11.979,12.967,14.034,15.189,16.44,17.796,19.26,20.846,22.562,24.423,26.431,28.608,30.964,33.518,36.274,39.261,42.495,45.999,49.782,53.881,58.319,63.128,68.32,73.946,86.33,100.809,117.667,137.372,160.378,187.277,218.594,255.202,297.942,347.913,379.953,401.205,423.646,447.375,472.363,498.783,526.682,556.183,587.248,620.094,654.778,691.454,730.074,770.91,814.029,859.625,907.638,958.405,1010.736,1063.231,1114.385,1162.776,1207.275,1247.177,1282.272,1312.736,1339.042,1361.794,1381.645,1399.131,1414.687,1428.612,1441.141,1452.393,1462.459
423,156,China,23697,Puning,38,23.296655,116.164678,15.42,16.045,16.696,17.372,18.077,18.81,19.573,20.366,21.191,22.051,22.946,23.875,24.843,25.85,26.899,27.988,29.123,30.304,31.534,32.811,34.141,35.525,36.968,38.465,40.024,41.647,43.338,45.092,46.92,48.823,50.805,52.862,55.005,57.235,59.559,61.97,64.482,67.097,69.821,72.648,75.593,93.684,116.139,143.891,178.328,221.005,273.978,339.446,420.683,521.362,646.327,665.52,685.31,705.689,726.703,748.283,770.534,793.447,817.075,841.338,866.357,892.119,918.685,945.965,974.095,1003.062,1032.931,1063.604,1095.232,1127.512,1160.045,1192.348,1223.886,1254.16,1282.756,1309.416,1333.997,1356.483,1376.948,1395.554,1412.445,1427.775,1441.662,1454.239,1465.568,1475.718
424,156,China,20639,Putian,38,25.43944,119.01028,78.894,81.648,84.503,87.449,90.503,93.662,96.937,100.317,103.82,107.444,111.201,115.078,119.096,123.255,127.564,132.012,136.621,141.391,146.335,151.437,156.724,162.196,167.867,173.72,179.785,186.063,192.568,199.282,206.24,213.441,220.904,228.606,236.588,244.848,253.409,262.244,271.4,280.876,290.697,300.832,311.336,333.157,356.541,381.495,408.233,436.845,467.507,500.227,535.287,572.804,613.008,651.195,689.286,729.605,772.342,817.456,865.272,915.885,969.535,1026.166,1086.191,1149.726,1217.073,1288.164,1363.514,1443.271,1527.813,1617.054,1711.642,1809.304,1907.35,2002.884,2093.166,2176.022,2250.104,2315.022,2371.139,2419.382,2460.936,2497.062,2528.798,2556.978,2582.176,2604.833,2625.174,2643.371
425,156,China,20640,Puyang,38,35.77051,115.043769,41.412,42.778,44.19,45.645,47.15,48.705,50.313,51.969,53.683,55.453,57.283,59.17,61.12,63.136,65.22,67.367,69.589,71.883,74.256,76.701,79.23,81.842,84.544,87.328,90.207,93.181,96.258,99.427,102.705,106.091,109.594,113.203,116.935,120.79,124.778,128.887,133.136,137.526,142.066,146.744,151.582,162.007,173.164,185.057,197.784,211.386,225.944,241.461,258.067,275.815,294.811,309.12,321.028,333.394,346.255,359.574,373.426,387.811,402.77,418.264,434.376,451.108,468.51,486.532,505.274,524.738,544.98,565.944,587.744,610.02,632.347,654.261,675.3,695.081,713.33,729.925,744.856,758.212,770.139,780.823,790.419,799.068,806.872,813.924,820.269,825.952
426,156,China,23827,Qianjiang,38,30.422118,112.892537,3.33,3.657,4.017,4.411,4.844,5.32,5.844,6.417,7.048,7.74,8.502,9.336,10.254,11.261,12.369,13.583,14.918,16.384,17.996,19.762,21.704,23.836,26.182,28.751,31.576,34.679,38.092,41.83,45.94,50.454,55.42,60.858,66.838,73.406,80.629,88.541,97.241,106.797,117.306,128.817,141.475,155.377,170.667,187.414,205.83,226.056,248.302,272.666,299.459,328.886,361.25,376.799,382.899,389.098,395.406,401.799,408.304,414.914,421.641,428.458,435.394,442.443,449.616,456.885,464.282,471.798,479.447,487.199,495.086,503.238,511.738,520.601,529.771,539.133,548.534,557.819,566.83,575.436,583.54,591.098,598.08,604.488,610.33,615.64,620.43,624.726
427,156,China,23828,Qidong,38,31.813433,121.657662,3.119,3.372,3.647,3.943,4.264,4.611,4.987,5.392,5.831,6.305,6.819,7.373,7.973,8.621,9.324,10.081,10.901,11.788,12.749,13.785,14.906,16.119,17.432,18.848,20.382,22.04,23.836,25.772,27.869,30.136,32.592,35.24,38.107,41.207,44.564,48.185,52.105,56.344,60.935,65.886,71.246,78.075,85.568,93.758,102.744,112.592,123.399,135.209,148.168,162.369,177.954,187.784,194.419,201.289,208.411,215.765,223.389,231.283,239.466,247.916,256.676,265.745,275.148,284.857,294.922,305.343,316.148,327.303,338.868,350.676,362.526,374.194,385.454,396.108,406.012,415.094,423.331,430.758,437.433,443.445,448.865,453.762,458.187,462.189,465.791,469.017
428,156,China,20641,Qingdao,39,36.09861,120.37194,751.244,802.822,858.02,916.846,914.683,912.526,910.37,908.226,906.083,903.946,901.811,899.687,897.564,895.447,893.332,895.418,897.513,899.612,901.719,903.825,905.938,909.851,915.604,921.378,927.196,933.051,952.451,986.177,1021.146,1057.356,1094.902,1133.672,1173.872,1267.182,1368.054,1476.644,1594.022,1720.73,1857.705,2005.162,2164.551,2262.036,2364.055,2470.376,2581.634,2697.904,2819.581,2946.388,3079.085,3217.758,3362.881,3478.99,3580.954,3685.907,3794.086,3905.13,4019.583,4137.392,4258.822,4383.467,4511.941,4622.133,4723.72,4827.251,4933.199,5041.473,5152.276,5265.2,5380.76,5499.117,5619.977,5742.486,5865.232,5986.525,6104.597,6217.968,6325.351,6425.903,6519.154,6605.147,6683.99,6755.997,6821.473,6880.885,6934.457,6982.471
429,156,China,20643,Qingyuan,38,23.714582,113.029707,2.138,2.368,2.622,2.904,3.216,3.561,3.944,4.367,4.837,5.356,5.933,6.569,7.275,8.056,8.923,9.88,10.942,12.117,13.421,14.861,16.457,18.225,20.186,22.352,24.753,27.412,30.362,33.619,37.231,41.231,45.667,50.566,55.998,62.014,68.686,76.055,84.226,93.275,103.31,114.393,126.683,140.293,155.387,172.057,190.542,211.013,233.715,258.788,286.591,317.381,351.528,378.39,401.541,426.108,452.214,479.842,509.199,540.353,573.459,608.494,645.722,663.654,671.093,678.594,686.19,693.87,701.648,709.491,717.432,725.803,734.856,744.726,755.409,766.782,778.628,790.694,802.697,814.384,825.55,836.07,845.856,854.874,863.117,870.617,877.39,883.463
430,156,China,23830,Qingzhou,38,36.684528,118.479622,3.133,3.42,3.733,4.074,4.446,4.853,5.298,5.781,6.31,6.887,7.518,8.205,8.955,9.774,10.67,11.644,12.709,13.872,15.142,16.525,18.037,19.686,21.489,23.452,25.597,27.938,30.497,33.283,36.327,39.649,43.281,47.234,51.554,56.269,61.423,67.033,73.164,79.856,87.17,95.132,103.833,114.31,125.861,138.543,152.523,167.913,184.88,203.509,224.044,246.651,271.575,286.408,295.575,305.035,314.812,324.874,335.271,346.002,357.092,368.505,380.299,392.471,405.05,417.996,431.374,445.18,459.449,474.133,489.308,504.795,520.371,535.777,550.74,565.012,578.4,590.793,602.141,612.458,621.8,630.26,637.919,644.857,651.136,656.819,661.937,666.522
431,156,China,20644,Qinhuangdao,39,39.93167,119.58833,95.0,97.966,101.028,104.177,107.43,110.783,114.246,117.808,121.485,125.278,129.194,133.221,137.38,141.669,146.097,150.652,155.355,160.204,165.212,170.363,175.681,181.165,186.828,192.652,198.666,204.868,211.272,217.858,224.659,231.672,238.915,246.362,254.053,267.271,281.195,295.804,311.194,327.384,344.441,362.336,381.187,407.553,435.782,465.881,498.105,532.558,569.446,608.777,650.885,695.905,744.108,779.288,807.691,837.13,867.684,899.264,932.04,966.011,1001.269,1037.711,1075.533,1114.734,1155.42,1197.473,1241.118,1286.354,1333.304,1381.831,1432.196,1483.631,1535.223,1585.961,1634.829,1680.962,1723.728,1762.824,1798.185,1829.974,1858.483,1884.107,1907.181,1928.01,1946.822,1963.828,1979.136,1992.846
432,156,China,23698,Qinzhou,38,21.96808,108.62136,3.138,3.436,3.762,4.119,4.51,4.938,5.408,5.92,6.482,7.098,7.772,8.509,9.317,10.201,11.171,12.229,13.39,14.661,16.055,17.577,19.245,21.072,23.075,25.263,27.661,30.286,33.165,36.309,39.756,43.529,47.667,52.185,57.139,62.563,68.51,75.004,82.124,89.919,98.467,107.8,118.033,131.736,147.052,164.1,183.151,204.414,228.18,254.632,284.194,317.188,354.065,374.413,385.287,396.475,408.005,419.837,432.029,444.576,457.504,470.772,484.443,498.511,513.009,527.886,543.216,558.991,575.247,591.929,609.118,626.663,644.359,661.953,679.161,695.714,711.386,726.031,739.562,751.965,763.271,773.563,782.914,791.406,799.101,806.071,812.351,817.976
433,156,China,20646,Qiqihaer,38,47.34083,123.96722,313.438,323.543,333.989,344.742,355.857,367.33,379.189,391.398,404.017,417.042,430.507,444.367,458.694,473.483,488.769,504.506,520.771,537.561,554.917,572.783,591.25,610.312,630.017,650.3,671.267,692.909,715.28,738.309,762.112,786.683,812.082,838.228,865.253,893.149,921.985,951.669,982.352,1014.023,1046.762,1080.463,1115.298,1122.329,1129.413,1136.523,1143.687,1150.897,1158.162,1165.453,1172.799,1180.192,1187.642,1200.99,1217.533,1234.305,1251.331,1268.544,1286.018,1303.732,1321.716,1339.897,1358.354,1377.065,1396.06,1415.264,1434.759,1454.523,1474.587,1494.871,1515.462,1536.903,1559.581,1583.663,1609.057,1635.458,1662.407,1689.399,1715.895,1741.431,1765.644,1788.334,1809.365,1828.704,1846.359,1862.413,1876.903,1889.895
434,156,China,20647,Qitaihe,38,45.767053,130.975,101.534,104.519,107.596,110.755,114.011,117.364,120.819,124.366,128.023,131.787,135.667,139.65,143.756,147.982,152.339,156.812,161.422,166.168,171.06,176.083,181.26,186.589,192.082,197.722,203.535,209.519,215.688,222.02,228.548,235.267,242.194,249.305,256.634,264.18,271.958,279.942,288.173,296.645,305.379,314.345,323.587,333.101,342.908,352.976,363.353,374.036,385.049,396.353,408.007,420.002,432.368,440.753,447.098,453.534,460.072,466.686,473.404,480.219,487.142,494.144,501.258,508.474,515.804,523.219,530.751,538.391,546.152,554.003,561.978,570.264,578.992,588.212,597.882,607.887,618.054,628.199,638.127,647.673,656.709,665.165,672.996,680.194,686.762,692.734,698.124,702.957
435,156,China,20648,Quanzhou,38,24.896763,118.599688,104.384,105.487,106.602,107.727,108.865,110.015,111.179,112.352,113.539,114.738,115.952,117.175,118.413,119.664,120.93,122.205,123.496,124.801,126.121,127.452,128.798,130.159,131.536,132.923,134.327,135.747,137.183,138.63,140.094,141.574,143.072,144.581,146.108,147.652,149.214,151.998,156.087,160.286,164.603,169.024,173.571,201.296,233.498,270.74,313.986,364.141,422.393,489.763,567.995,658.723,764.1,795.201,827.614,861.348,896.506,932.997,971.026,1010.605,1051.856,1094.67,1139.289,1185.727,1234.125,1284.358,1336.709,1391.194,1447.979,1506.916,1568.339,1631.153,1694.076,1755.721,1814.734,1869.994,1920.733,1966.63,2007.698,2044.246,2076.737,2105.736,2131.716,2155.091,2176.159,2195.186,2212.304,2227.63
436,156,China,23703,Qufu,38,35.59667,116.99111,3.124,3.391,3.681,3.995,4.336,4.706,5.109,5.544,6.018,6.532,7.09,7.695,8.352,9.065,9.84,10.679,11.591,12.581,13.656,14.821,16.086,17.46,18.953,20.569,22.325,24.232,26.304,28.546,30.984,33.63,36.505,39.618,43.001,46.672,50.663,54.983,59.678,64.773,70.312,76.307,82.823,92.409,103.12,115.038,128.353,143.209,159.809,178.278,198.913,221.935,247.66,252.517,257.477,262.534,267.698,272.948,278.309,283.775,289.357,295.032,300.827,306.735,312.768,318.903,325.166,331.553,338.074,344.705,351.475,358.427,365.574,372.887,380.296,387.703,394.995,402.07,408.834,415.217,421.171,426.686,431.758,436.399,440.624,444.46,447.92,451.021
437,156,China,23704,Qujing,38,25.489377,103.797682,16.854,17.844,18.893,20.0,21.174,22.417,23.735,25.126,26.601,28.163,29.818,31.566,33.419,35.381,37.461,39.657,41.985,44.45,47.063,49.822,52.747,55.843,59.126,62.592,66.266,70.156,74.28,78.635,83.251,88.138,93.319,98.79,104.589,110.729,117.238,124.111,131.397,139.11,147.288,155.922,165.075,178.577,193.204,208.984,226.078,244.569,264.602,286.213,309.623,334.948,362.384,385.94,407.834,430.969,455.452,481.252,508.552,537.402,567.93,600.102,634.144,663.12,689.768,717.409,746.198,776.142,807.331,839.683,873.378,907.828,942.342,976.171,1008.582,1038.964,1066.897,1092.201,1114.877,1135.087,1153.075,1169.147,1183.556,1196.526,1208.22,1218.783,1228.286,1236.795
438,156,China,20649,Quzhou,38,28.95944,118.86861,34.888,35.892,36.928,37.99,39.084,40.209,41.369,42.558,43.784,45.045,46.344,47.677,49.05,50.462,51.918,53.411,54.949,56.531,58.162,59.834,61.557,63.33,65.156,67.03,68.961,70.947,72.993,75.092,77.254,79.479,81.771,84.123,86.545,89.038,91.605,94.24,96.954,99.746,102.622,105.574,108.614,116.771,125.554,134.97,145.107,156.005,167.739,180.319,193.862,208.421,224.097,239.092,254.137,270.129,287.151,305.194,324.398,344.811,366.539,389.571,414.084,440.141,467.876,497.275,528.566,561.826,597.229,634.757,674.699,716.061,757.655,798.191,836.448,871.457,902.621,929.772,953.084,972.98,990.0,1004.709,1017.57,1028.955,1039.114,1048.24,1056.429,1063.752
439,156,China,23705,Renqiu,38,38.69889,116.09361,3.129,3.405,3.707,4.034,4.391,4.779,5.202,5.661,6.161,6.706,7.3,7.944,8.646,9.411,10.244,11.148,12.134,13.206,14.376,15.645,17.028,18.533,20.174,21.954,23.895,26.008,28.31,30.809,33.533,36.497,39.728,43.235,47.057,51.217,55.751,60.673,66.036,71.874,78.237,85.143,92.67,103.313,115.196,128.408,143.156,159.597,177.954,198.363,221.145,246.545,274.902,293.041,305.395,318.269,331.706,345.67,360.243,375.43,391.279,407.752,424.941,442.856,461.552,480.983,501.26,522.392,544.446,567.366,591.285,615.759,640.271,664.262,687.19,708.612,728.227,745.914,761.689,775.685,788.092,799.141,809.025,817.907,825.908,833.132,839.629,845.446
440,156,China,23706,Rizhao,38,35.40336,119.511996,6.713,7.347,8.042,8.801,9.632,10.542,11.54,12.628,13.821,15.127,16.558,18.12,19.832,21.706,23.76,26.001,28.458,31.146,34.093,37.309,40.834,44.691,48.92,53.535,58.592,64.128,70.195,76.817,84.074,92.017,100.723,110.225,120.639,132.036,144.528,158.162,173.104,189.458,207.383,226.947,248.388,271.854,297.575,325.647,356.412,390.084,426.99,467.272,511.417,559.733,612.689,646.667,670.153,694.491,719.749,745.851,772.939,801.01,830.142,860.248,891.49,923.867,957.467,992.191,1028.225,1065.567,1104.32,1144.37,1185.931,1228.374,1270.948,1312.824,1353.165,1391.258,1426.583,1458.887,1488.115,1514.398,1537.977,1559.173,1578.263,1595.498,1611.065,1625.138,1637.806,1649.151
441,156,China,23707,Rongcheng,38,37.15396,122.436268,3.13,3.41,3.715,4.047,4.409,4.803,5.234,5.701,6.211,6.766,7.372,8.03,8.749,9.531,10.384,11.312,12.323,13.425,14.628,15.934,17.359,18.911,20.604,22.444,24.451,26.638,29.024,31.615,34.443,37.523,40.883,44.534,48.516,52.854,57.588,62.73,68.34,74.451,81.119,88.362,96.264,108.231,121.705,136.812,153.82,172.942,194.472,218.612,245.788,276.343,310.746,325.746,329.587,333.472,337.41,341.382,345.407,349.48,353.606,357.769,361.987,366.255,370.579,374.943,379.363,383.836,388.368,392.941,397.573,402.44,407.671,413.335,419.426,425.871,432.552,439.329,446.049,452.577,458.802,464.66,470.104,475.119,479.702,483.871,487.635,491.01
442,156,China,23708,Rugao,38,32.397711,120.560432,3.129,3.407,3.71,4.04,4.398,4.789,5.215,5.678,6.182,6.731,7.33,7.98,8.689,9.461,10.302,11.216,12.212,13.297,14.48,15.764,17.165,18.69,20.352,22.157,24.126,26.269,28.605,31.143,33.909,36.921,40.205,43.772,47.66,51.894,56.51,61.522,66.987,72.938,79.426,86.471,94.152,101.625,109.703,118.398,127.796,137.939,148.904,160.706,173.461,187.23,202.112,210.358,214.955,219.651,224.458,229.355,234.367,239.488,244.728,250.068,255.532,261.115,266.829,272.651,278.609,284.696,290.926,297.274,303.769,310.422,317.217,324.108,331.014,337.843,344.493,350.88,356.933,362.603,367.862,372.713,377.161,381.224,384.919,388.271,391.294,394.003
443,156,China,23709,Ruian,38,27.780759,120.675519,6.827,7.454,8.141,8.888,9.705,10.597,11.573,12.635,13.797,15.065,16.452,17.962,19.613,21.416,23.388,25.535,27.882,30.445,33.248,36.3,39.637,43.281,47.265,51.604,56.348,61.528,67.193,73.361,80.105,87.468,95.521,104.289,113.877,124.345,135.792,148.258,161.887,176.769,193.042,210.763,230.138,251.294,274.429,299.62,327.164,357.24,390.127,425.94,465.096,507.851,554.605,585.237,607.012,629.598,653.057,677.322,702.524,728.663,755.813,783.896,813.064,843.316,874.738,907.24,940.997,976.009,1012.376,1049.991,1089.06,1128.967,1168.983,1208.306,1246.135,1281.79,1314.784,1344.887,1372.059,1396.443,1418.275,1437.874,1455.506,1471.414,1485.775,1498.757,1510.44,1520.903
444,156,China,23712,Rushan,38,36.915783,121.526687,8.324,8.874,9.461,10.086,10.753,11.463,12.222,13.029,13.89,14.809,15.789,16.831,17.944,19.13,20.396,21.743,23.18,24.713,26.348,28.088,29.944,31.924,34.037,36.284,38.683,41.24,43.97,46.872,49.971,53.274,56.801,60.55,64.553,68.82,73.376,78.22,83.391,88.903,94.788,101.045,107.725,114.846,122.449,130.532,139.161,148.36,158.181,168.623,179.77,191.653,204.341,211.834,216.523,221.315,226.22,231.22,236.338,241.569,246.923,252.38,257.966,263.675,269.519,275.476,281.573,287.805,294.184,300.686,307.341,314.156,321.112,328.158,335.212,342.176,348.95,355.449,361.6,367.357,372.693,377.612,382.12,386.238,389.981,393.378,396.441,399.186
445,156,China,23714,Sanhe,38,39.981938,117.07133,3.091,3.282,3.486,3.701,3.93,4.174,4.433,4.707,4.998,5.308,5.637,5.985,6.356,6.75,7.168,7.612,8.083,8.584,9.116,9.68,10.279,10.915,11.592,12.309,13.072,13.881,14.742,15.653,16.623,17.652,18.747,19.906,21.139,22.448,23.84,25.314,26.882,28.546,30.317,32.192,34.185,40.434,47.836,56.567,66.907,79.137,93.624,110.712,130.95,154.886,183.241,201.16,212.676,224.85,237.74,251.33,265.718,280.929,297.034,314.014,331.989,350.994,371.116,392.33,414.789,438.534,463.674,490.179,518.24,547.19,576.241,604.549,631.313,655.899,677.912,697.235,713.973,728.393,740.838,751.676,761.21,769.683,777.264,784.082,790.204,795.681
446,156,China,20652,Sanmenxia,38,34.771452,111.20379,10.448,11.158,11.918,12.726,13.591,14.515,15.503,16.556,17.681,18.883,20.168,21.537,23.001,24.565,26.237,28.018,29.922,31.956,34.131,36.448,38.925,41.571,44.401,47.415,50.638,54.079,57.761,61.681,65.874,70.352,75.14,80.241,85.695,91.52,97.749,104.384,111.48,119.057,127.162,135.793,145.023,154.881,165.423,176.652,188.659,201.483,215.198,229.805,245.425,262.108,279.949,292.795,303.03,313.622,324.601,335.931,347.674,359.827,372.423,385.423,398.896,412.839,427.291,442.206,457.663,473.661,490.242,507.354,525.089,543.195,561.369,579.273,596.561,612.934,628.168,642.151,654.849,666.306,676.614,685.901,694.28,701.852,708.695,714.884,720.456,725.446
447,156,China,20653,Sanming,38,26.264076,117.619053,31.682,33.105,34.595,36.147,37.771,39.467,41.243,43.093,45.029,47.052,49.169,51.374,53.682,56.094,58.618,61.247,63.999,66.874,69.882,73.017,76.297,79.725,83.312,87.049,90.96,95.046,99.322,103.778,108.44,113.311,118.409,123.721,129.279,135.087,141.164,147.497,154.123,161.047,168.292,175.841,183.741,191.995,200.633,209.633,219.051,228.892,239.189,249.919,261.147,272.878,285.155,291.853,295.6,299.394,303.243,307.13,311.073,315.066,319.116,323.207,327.356,331.558,335.82,340.125,344.491,348.914,353.399,357.929,362.524,367.327,372.443,377.922,383.75,389.859,396.138,402.463,408.702,414.737,420.474,425.861,430.86,435.461,439.664,443.486,446.936,450.03
448,156,China,20654,Sanya,38,18.267573,109.503412,3.134,3.423,3.739,4.084,4.46,4.871,5.321,5.811,6.347,6.932,7.573,8.27,9.033,9.865,10.777,11.769,12.854,14.039,15.336,16.748,18.292,19.979,21.824,23.834,26.032,28.432,31.058,33.918,37.045,40.461,44.198,48.268,52.719,57.58,62.897,68.689,75.023,81.941,89.508,97.75,106.764,118.355,131.223,145.449,161.24,178.745,198.179,219.664,243.512,269.949,299.299,317.783,330.145,342.988,356.349,370.192,384.592,399.554,415.118,431.244,448.02,463.965,479.722,495.968,512.787,530.177,548.182,566.747,585.967,605.586,625.29,644.727,663.532,681.384,698.04,713.373,727.336,739.969,751.36,761.641,770.927,779.327,786.922,793.793,799.979,805.52
449,156,China,20656,Shanghai,39,31.22222,121.45806,4288.091,4589.746,4913.081,5258.21,5480.822,5712.858,5955.057,6206.816,6478.369,6771.029,6865.312,6752.117,6640.636,6530.995,6423.017,6428.131,6387.638,6302.144,6217.68,6134.575,6052.468,5971.461,5891.428,5812.684,5734.886,5658.129,5582.296,5507.683,5558.902,5740.309,5927.898,6121.076,6320.829,6569.409,6828.127,7096.28,7375.356,7665.406,7967.288,8280.178,8605.812,9050.404,9518.933,10010.327,10527.819,11072.063,11645.251,12246.411,12879.499,13545.316,14246.541,14829.537,15357.256,15903.755,16470.495,17055.788,17662.731,18291.272,18943.092,19616.251,20314.309,20947.904,21555.451,22178.874,22821.226,23482.181,24163.23,24862.075,25582.138,26317.104,27058.479,27795.702,28516.903,29210.808,29867.918,30482.14,31049.812,31570.247,32044.74,32476.719,32869.265,33225.737,33548.802,33841.422,34105.051,34341.242
450,156,China,20657,Shangqiu,39,34.424422,115.651378,92.29,93.117,93.952,94.793,95.642,96.499,97.365,98.236,99.116,100.004,100.902,101.805,102.717,103.637,104.567,105.503,106.448,107.402,108.365,109.335,110.315,111.303,112.302,113.307,114.322,115.346,116.381,117.422,118.474,119.536,120.609,121.688,122.778,133.824,145.881,158.986,173.289,188.879,205.896,224.393,244.581,259.862,276.121,293.349,311.677,331.15,351.87,373.823,397.18,421.995,448.399,466.854,481.136,495.855,511.046,526.658,542.77,559.375,576.511,594.124,612.3,631.031,650.363,670.232,690.736,711.867,733.676,756.089,779.22,802.826,826.598,850.165,873.125,895.111,915.823,935.079,952.787,968.947,983.627,996.952,1009.037,1019.997,1029.923,1038.909,1047.003,1054.254
